CVEGEO,CENSO,VIVIENDA,HABITANTE,VIAJES_VIVIENDA,VIAJES_ORIGEN,VIAJES_DESTINO
141200758080A,46F,46F,46F,46F,46F,46F
1.41201E+12,46F,46F,46F,46F,46F,46F
1.41201E+12,46F,,,,46F,46F
1.41201E+12,46F,46F,46F,46F,46F,46F
1.41201E+12,46F,46F,46F,46F,46F,46F
1.41201E+12,46F,46F,46F,46F,46F,46F
1.41201E+12,46F,46F,46F,46F,46F,46F
1.41201E+12,46F,46F,46F,46F,46F,46F
1.412E+12,63F,,,,44,44
1.412E+12,44,,,,,
1.412E+12,44,,,,,
1.412E+12,44,44,44,44,44,44
1.412E+12,16,16,16,16,16,16
141200001664A,NA,,,,16,16
141200210,NA,,,,,
1.412E+12,16,,,,,
1.412E+12,16,,,,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,,,,,
1.412E+12,1,1,1,1,1,1
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
141200001283A,16,,,,16,16
1.412E+12,16,,,,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,,,,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.4039E+12,70B,70B,70B,70B,70B,70B
1.412E+12,44,44,44,44,44,44
141200001098A,68B,,,,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,,,,68B,68B
141200001187A,68B,68B,68B,68B,68B,68B
141200001319A,68B,68B,68B,68B,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68A,,,,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,16,16,16,16,16,16
141200001027A,68B,68B,68B,68B,68B,68B
1.412E+12,68B,,,,,
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
141200001269A,68B,,,,,
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,,,,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,44,44,44,44,44,44
1.412E+12,44,44,44,44,44,44
1.412E+12,44,,,,,
1.412E+12,44,44,44,44,44,44
1.412E+12,44,,,,44,44
1.412E+12,44,44,44,44,44,44
141200001408A,44,,,,44,44
1.412E+12,44,44,44,44,44,44
1.412E+12,44,,,,,
1.412E+12,44,,,,44,44
1.412E+12,44,44,44,44,44,44
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,44,44,44,44,44,44
1.412E+12,44,44,44,44,44,44
1.412E+12,44,44,44,44,44,44
1.412E+12,68B,,,,68B,68B
1.412E+12,44,,,,,
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,44,44,44,44,44,44
1.412E+12,44,44,44,44,44,44
1.412E+12,44,,,,,
1.412E+12,44,,,,,
1.412E+12,44,44,44,44,44,44
1.412E+12,44,44,44,44,44,44
1.412E+12,44,,,,,
1.412E+12,44,,,,44,44
1.412E+12,44,,,,44,44
1.412E+12,44,44,44,44,44,44
1.412E+12,44,,,,,
1.412E+12,68B,68B,68B,68B,68B,68B
1.412E+12,68A,68A,68A,68A,68A,68A
141200001422A,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
141200001244A,68A,68A,68A,68A,68A,68A
1.412E+12,68A,,,,68A,68A
1.4039E+12,69A,69A,69A,69A,69A,69A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,44,44,44,44,44,44
1.412E+12,44,44,44,44,44,44
141200001365A,16,16,16,16,16,16
1.412E+12,16,,,,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,,,,16,16
1.412E+12,16,,,,16,16
1.412E+12,16,44,44,44,44,44
1.412E+12,16,16,16,16,16,16
1.412E+12,16,,,,16,16
1.412E+12,16,,,,,
1.412E+12,16,,,,,
141200001536A,44,44,44,44,44,44
1.412E+12,44,,,,44,44
1.412E+12,44,,,,44,44
1.412E+12,44,44,44,44,44,44
1.412E+12,NA,,,,,
1.412E+12,16,,,,,
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,16,16,16,16,16
1.412E+12,16,,,,16,16
1.412E+12,16,,,,,
1.412E+12,16,,,,16,16
1.412E+12,16,,,,16,16
1.412E+12,63F,,,,,
141200206504A,63F,63F,63F,63F,63F,63F
1.412E+12,63F,63F,63F,63F,63F,63F
1.412E+12,63F,,,,,
1.412E+12,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,,,,5,5
1.4039E+12,5,,,,5,5
1.412E+12,1,1,1,1,1,1
1.4039E+12,5,5,5,5,5,5
140390001560A,5,,,,5,5
1.4039E+12,5,,,,5,5
1.412E+12,1,1,1,1,1,1
1.4039E+12,5,,,,5,5
1.4039E+12,5,,,,5,5
1.4039E+12,5,,,,5,5
1.4039E+12,5,,,,,
1.412E+12,68A,68A,68A,68A,68A,68A
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,,,,5,5
1.412E+12,1,1,1,1,1,1
1.412E+12,68A,,,,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.4039E+12,5,,,,5,5
1.4039E+12,5,,,,5,5
1.412E+12,68A,68A,68A,68A,68A,68A
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,5,5,5,5,5
1.412E+12,68A,,,,68A,68A
1.4039E+12,5,,,,5,5
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,,,,,
1.4039E+12,70B,,,,,
1.4039E+12,5,,,,5,5
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,68A,68A,68A,68A,68A
1.412E+12,68A,,,,68A,68A
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,,,,,
140390001496A,5,5,5,5,5,5
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,5,5,5,5,5
1.412E+12,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
141200001372A,1,1,1,1,1,1
1.412E+12,16,16,16,16,16,16
1.412E+12,1,,,,,
1.412E+12,16,16,16,16,16,16
141200001212A,1,1,1,1,1,1
1.412E+12,1,,,,,
1.412E+12,1,1,1,1,1,1
141200001721A,1,,,,,
141200001486A,1,1,1,1,1,1
1.412E+12,1,1,1,1,1,1
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,,,,,
1.4039E+12,5,5,5,5,5,5
1.4039E+12,5,,,,5,5
140390001286A,5,5,5,5,5,5
1.4039E+12,5,,,,5,5
1.4039E+12,5,5,5,5,5,5
1.412E+12,16,,,,,
141200001600A,16,,,,,
140440181,NA,,,,,
140440003,4,,,,,
140440004,NA,,,,,
140440012,NA,,,,,
140440033,NA,,,,,
140440006,NA,,,,,
140970805,02F,,,,,
140440171,02F,,,,,
1.4044E+12,02F,54,54,54,54,54
140440010037A,54,54,54,54,54,54
1.4044E+12,54,54,54,54,54,54
1.4044E+12,54,,,,54,54
1.4044E+12,54,,,,54,54
1.4044E+12,54,54,54,54,54,54
1.4044E+12,4,4,4,4,4,4
1.4044E+12,4,,,,,
1.4044E+12,4,,,,,
1.4044E+12,4,,,,,
1.4044E+12,4,4,4,4,4,4
1.4044E+12,4,,,,,
1.4044E+12,4,4,4,4,4,4
1.4044E+12,4,4,4,4,4,4
1.4044E+12,4,4,4,4,4,4
1.4044E+12,4,,,,4,4
1.4044E+12,4,,,,4,4
1.4044E+12,4,,,,,
140440020,4,,,,,
140440070,NA,,,,,
1.4044E+12,54,54,54,54,54,54
1.4044E+12,54,54,54,54,54,54
140440011,NA,54,54,54,54,54
140440035,NA,,,,,
140440130,NA,,,,,
1.4044E+12,54,54,54,54,54,54
140440172,54,,,,,
140440173,54,,,,,
140440180,54,,,,,
1.4044E+12,54,54,54,54,54,54
1.4044E+12,54,54,54,54,54,54
140510009,53,,,,,
1.4044E+12,53,53,53,53,53,53
140440002005A,53,53,53,53,53,53
1.4044E+12,53,53,53,53,53,53
1.4044E+12,53,53,53,53,53,53
140440002012A,53,53,53,53,53,53
1.4044E+12,53,,,,53,53
1.4044E+12,53,,,,53,53
1.4044E+12,53,,,,,
1.4044E+12,53,53,53,53,53,53
1.4044E+12,53,,,,,
1.4044E+12,53,,,,,
140440175,53,,,,,
999990004,NA,,,,Acceso_Zapotlanejo,Acceso_Zapotlanejo
141240051,NA,,,,,
141240246,3,,,,,
141240086,48F,,,,3,3
1.4101E+12,13,13,13,13,13,13
1.4101E+12,13,13,13,13,13,13
1.4101E+12,20,,,,,
1.4101E+12,20,20,20,20,20,20
141010001250A,20,20,20,20,20,20
1.4098E+12,20,20,20,20,20,20
1.4098E+12,20,20,20,20,20,20
1.4098E+12,20,,,,,
140980001338A,20,,,,,
1.4101E+12,20,,,,,
1.4101E+12,NA,,,,42,42
141240205,49F,,,,,
140980133,29F,,,,,
140980131,29F,,,,,
1.4101E+12,45,45,45,45,45,45
1.4101E+12,45,,,,,
1.4101E+12,45,45,45,45,45,45
140510008,NA,,,,,
140510014,NA,,,,,
1.4124E+12,49F,49F,49F,49F,49F,49F
141240235,49F,,,,,
140440169,54,,,,,
1.407E+12,60,60,60,60,60,60
1.407E+12,29F,,,,60,60
1.407E+12,60,60,60,60,60,60
1.4051E+12,60,,,,,
1.4051E+12,60,60,60,60,60,60
1.407E+12,60,,,,,
1.4051E+12,60,,,,60,60
1.407E+12,52,,,,52,52
140700020126A,52,52,52,52,52,52
1.407E+12,52,52,52,52,52,52
1.407E+12,52,,,,52,52
1.407E+12,52,52,52,52,52,52
141010130,20,,,,,
140700011,52,,,,,
1.4097E+12,02F,02F,02F,02F,02F,02F
140970473,02F,,,,,
1.4097E+12,52,52,52,52,52,52
1.4097E+12,52,52,52,52,52,52
1.4097E+12,52,52,52,52,52,52
1.4097E+12,52,52,52,52,52,52
1.4097E+12,02F,,,,02F,02F
1.4097E+12,52,,,,,
1.40971E+12,02F,02F,02F,02F,02F,02F
1.40971E+12,02F,02F,02F,02F,02F,02F
140970777244A,02F,02F,02F,02F,02F,02F
1.40971E+12,02F,02F,02F,02F,02F,02F
140970777237A,02F,,,,,
1.4097E+12,02F,02F,02F,02F,02F,02F
140970110,02F,,,,,
140970009283A,02F,02F,02F,02F,02F,02F
140970875,02F,,,,,
1.4097E+12,02F,,,,02F,02F
1.4097E+12,52,,,,,
1.4097E+12,52,,,,,
1.4097E+12,52,,,,,
140970501,02F,,,,,
140440147,02F,,,,,
1.4097E+12,52,,,,52,52
1.407E+12,52,,,,52,52
1.407E+12,52,52,52,52,52,52
1.40971E+12,02F,02F,02F,02F,02F,02F
1.40971E+12,02F,02F,02F,02F,02F,02F
1.4097E+12,52,,,,52,52
1.407E+12,52,,,,52,52
1.407E+12,52,,,,,
1.407E+12,52,52,52,52,52,52
1.407E+12,52,52,52,52,52,52
1.407E+12,29F,29F,29F,29F,29F,29F
1.407E+12,29F,29F,29F,29F,29F,29F
1.407E+12,29F,29F,29F,29F,29F,29F
1.407E+12,29F,29F,29F,29F,29F,29F
140700043090A,35,35,35,35,35,35
1.407E+12,35,,,,,
1.407E+12,35,,,,,
1.407E+12,29F,,,,,
1.407E+12,29F,29F,29F,29F,29F,29F
1.407E+12,29F,,,,,
1.407E+12,29F,,,,,
1.407E+12,29F,,,,29F,29F
1.407E+12,29F,,,,,
140700021119A,29F,,,,,
1.407E+12,29F,29F,29F,29F,29F,29F
1.407E+12,29F,29F,29F,29F,29F,29F
1.407E+12,29F,,,,,
140700021076A,29F,29F,29F,29F,29F,29F
1.407E+12,35,35,35,35,35,35
1.407E+12,29F,,,,,
1.407E+12,29F,,,,29F,29F
1.407E+12,29F,,,,,
1.4098E+12,20,,,,,
1.407E+12,52,52,52,52,52,52
1.407E+12,52,52,52,52,52,52
1.407E+12,52,52,52,52,52,52
1.407E+12,52,52,52,52,52,52
1.407E+12,52,52,52,52,52,52
140700009,52,,,,,
1.407E+12,52,,,,,
1.407E+12,52,,,,52,52
1.4098E+12,20,20,20,20,20,20
1.407E+12,60,60,60,60,60,60
1.407E+12,60,,,,29F,29F
1.407E+12,60,60,60,60,60,60
1.407E+12,60,,,,60,60
1.407E+12,60,60,60,60,60,60
1.407E+12,60,,,,,
1.407E+12,60,60,60,60,60,60
1.407E+12,60,60,60,60,60,60
140700111133A,60,60,60,60,60,60
1.407E+12,60,,,,60,60
1.407E+12,60,,,,,
140510013,NA,,,,,
140510001004A,10,10,10,10,10,10
1.4051E+12,10,10,10,10,10,10
1.4051E+12,60,60,60,60,60,60
1.4051E+12,60,,,,,
1.407E+12,60,,,,,
140700001037A,60,,,,60,60
140700096,60,,,,,
140700001069A,60,,,,,
1.4051E+12,10,,,,,
140510001011A,60,,,,,
1.407E+12,60,,,,,
1.4051E+12,60,,,,,
1.4051E+12,60,,,,,
1.4051E+12,10,,,,,
1.4101E+12,45,45,45,45,45,45
1.4101E+12,45,45,45,45,45,45
1.407E+12,45,45,45,45,45,45
1.407E+12,60,,,,60,60
140700001012A,60,60,60,60,60,60
1.407E+12,60,60,60,60,60,60
140700134,60,,,,,
1.40709E+12,60,,,,,
140700116,45,,,,,
1.407E+12,29F,,,,,
140700133,60,,,,,
1.407E+12,29F,,,,,
1.407E+12,29F,,,,,
141010027236A,13,13,13,13,13,13
140700120,13,,,,,
1.4101E+12,13,13,13,13,13,13
1.4101E+12,13,13,13,13,13,13
141010154,45,,,,,
1.4101E+12,45,45,45,45,45,45
141010196,45,,,,,
1.407E+12,60,,,,60,60
1.407E+12,60,,,,,
1.4051E+12,60,,,,60,60
1.407E+12,60,,,,,
1.407E+12,60,60,60,60,60,60
1.407E+12,60,,,,60,60
1.407E+12,60,60,60,60,60,60
1.407E+12,60,60,60,60,60,60
1.407E+12,60,,,,,
140700135,60,,,,,
1.407E+12,60,60,60,60,60,60
1.4051E+12,60,,,,,
1.4101E+12,45,45,45,45,45,45
141010002,45,,,,,
140700128,45,,,,,
1.4101E+12,45,,,,,
141010026186A,45,,,,45,45
1.4101E+12,45,,,,,
141010026154A,45,,,,,
141010026122A,45,,,,,
141010009211A,41,41,41,41,41,41
1.4101E+12,41,,,,,
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,,,,,
1.4101E+12,41,,,,,
141010009193A,41,,,,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,42,,,,42,42
141010195,13,,,,,
1.4101E+12,13,,,,,
1.4101E+12,13,,,,,
1.4101E+12,13,,,,,
1.4101E+12,41,,,,,
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,,,,,
141010001065A,42,42,42,42,42,42
141010001147A,8,8,8,8,8,8
1.4101E+12,8,8,8,8,8,8
1.4101E+12,8,8,8,8,8,8
1.4101E+12,41,,,,41,41
1.4101E+12,41,41,41,41,41,41
141010023,42,,,,,
141010001179A,42,42,42,42,42,42
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
141010001097A,42,,,,42,42
1.4101E+12,18,18,18,18,18,18
1.4101E+12,20,20,20,20,20,20
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,,,,,
1.4101E+12,42,,,,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,,,,42,42
1.4098E+12,18,18,18,18,18,18
1.4101E+12,20,,,,18,18
1.4101E+12,20,20,20,20,20,20
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
141010001204A,42,,,,42,42
1.4098E+12,18,18,18,18,18,18
1.4098E+12,18,18,18,18,18,18
1.4098E+12,18,,,,18,18
1.4098E+12,18,18,18,18,18,18
1.4098E+12,18,18,18,18,18,18
1.4098E+12,18,,,,,
1.4098E+12,18,,,,18,18
1.4098E+12,18,18,18,18,18,18
140980017,18,,,,,
1.4098E+12,18,,,,,
1.4098E+12,18,,,,,
1.4098E+12,18,,,,,
1.4101E+12,20,,,,,
1.4098E+12,20,,,,,
1.4098E+12,20,20,20,20,20,20
1.4098E+12,18,,,,,
1.4098E+12,18,,,,18,18
1.4101E+12,18,18,18,18,18,18
1.4101E+12,18,18,18,18,18,18
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
141010001161A,18,,,,18,18
1.4101E+12,8,8,8,8,8,8
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,,,,42,42
1.4101E+12,42,,,,42,42
1.4101E+12,7,,,,7,7
1.4101E+12,7,,,,7,7
1.4101E+12,7,7,7,7,7,7
1.4101E+12,7,,,,7,7
1.4101E+12,8,,,,8,8
1.4101E+12,18,,,,18,18
1.4101E+12,7,,,,7,7
1.4101E+12,7,7,7,7,7,7
1.4101E+12,7,7,7,7,7,7
1.4101E+12,7,,,,7,7
1.4101E+12,7,7,7,7,7,7
1.4101E+12,7,,,,,
1.4101E+12,7,,,,7,7
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,,,,,
1.4101E+12,13,13,13,13,13,13
1.4101E+12,13,13,13,13,13,13
1.4101E+12,20,20,20,20,20,20
1.4101E+12,20,20,20,20,20,20
1.4101E+12,20,20,20,20,20,20
1.4101E+12,42,,,,42,42
1.4101E+12,13,13,13,13,13,13
1.4101E+12,13,13,13,13,13,13
1.4101E+12,20,,,,,
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
1.4101E+12,42,,,,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,,,,42,42
1.4101E+12,42,,,,42,42
1.4101E+12,42,,,,,
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,,,,,
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,,,,42,42
141010001040A,42,,,,42,42
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
141010111,42,,,,,
1.4101E+12,41,41,41,41,41,41
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,,,,42,42
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
141010114,41,,,,,
1.4101E+12,40,40,40,40,40,40
1.4101E+12,41,,,,41,41
141010001072A,8,,,,8,8
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,,,,,
1.4101E+12,8,8,8,8,8,8
1.4101E+12,8,,,,8,8
1.4101E+12,41,,,,,
1.4039E+12,9,,,,9,9
141010001019A,8,,,,8,8
1.4101E+12,8,,,,8,8
1.4101E+12,8,,,,8,8
1.4101E+12,8,8,8,8,8,8
1.4101E+12,8,8,8,8,8,8
1.4101E+12,8,,,,8,8
1.4039E+12,9,9,9,9,9,9
1.4039E+12,8,8,8,8,8,8
1.4101E+12,8,,,,8,8
1.4101E+12,8,,,,8,8
1.4101E+12,8,,,,8,8
141010169,41,,,,,
1.4101E+12,8,8,8,8,8,8
1.4101E+12,8,8,8,8,8,8
1.4039E+12,8,,,,8,8
1.4039E+12,8,8,8,8,8,8
1.4101E+12,8,,,,8,8
1.4039E+12,8,8,8,8,8,8
1.4039E+12,8,,,,8,8
1.4039E+12,8,,,,8,
1.4039E+12,8,8,8,8,8,8
1.4039E+12,8,,,,8,8
1.4039E+12,8,8,8,8,8,8
1.4039E+12,9,9,9,9,9,9
140390001507A,8,,,,8,8
1.4039E+12,8,8,8,8,8,8
1.4039E+12,8,,,,8,8
1.4039E+12,8,8,8,8,8,8
1.4101E+12,8,8,8,8,8,8
1.4101E+12,8,8,8,8,8,8
1.4101E+12,8,,,,8,8
1.4101E+12,8,,,,8,8
1.4101E+12,40,40,40,40,40,40
141010188,40,,,,,
1.4101E+12,40,40,40,40,40,40
1.4039E+12,9,9,9,9,9,9
1.4101E+12,8,,,,8,8
1.4039E+12,9,,,,9,9
1.4039E+12,9,,,,9,9
1.4039E+12,9,,,,9,9
1.4101E+12,8,8,8,8,8,8
1.4039E+12,9,,,,9,9
1.4039E+12,9,9,9,9,9,9
1.4039E+12,9,,,,9,9
1.4039E+12,9,,,,9,9
1.4039E+12,9,9,9,9,9,9
1.4039E+12,9,9,9,9,9,9
1.4039E+12,9,9,9,9,9,9
1.4039E+12,9,,,,9,9
1.4039E+12,9,,,,9,9
1.4039E+12,9,9,9,9,9,9
140390001425A,9,,,,,
1.4039E+12,9,,,,9,9
1.4101E+12,8,8,8,8,8,8
1.4101E+12,8,,,,8,8
1.4101E+12,8,,,,8,8
1.4101E+12,8,,,,,
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,,
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,,,,,
1.4101E+12,41,41,41,41,41,41
141010001115A,41,41,41,41,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,,
1.4101E+12,41,,,,,
1.4101E+12,41,,,,,
1.4101E+12,41,,,,41,41
1.4101E+12,40,40,40,40,40,40
1.4101E+12,40,,,,,
1.4101E+12,40,40,40,40,40,40
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,,
1.4101E+12,41,,,,,
1.4101E+12,41,,,,,
1.4101E+12,NA,,,,42,42
1.4101E+12,NA,42,42,42,42,42
1.4101E+12,42,42,42,42,42,42
1.4101E+12,42,,,,42,42
141010025,42,,,,,
1.4101E+12,13,,,,,
1.4101E+12,42,,,,,
1.4101E+12,42,,,,,
1.4101E+12,42,42,42,42,42,42
141010194,42,,,,,
1.4101E+12,42,,,,42,42
1.4101E+12,42,42,42,42,42,42
141010200,42,,,,,
1.4101E+12,41,41,41,41,41,41
1.4101E+12,42,,,,42,42
1.4101E+12,NA,,,,42,42
1.4101E+12,NA,42,42,42,42,42
1.4101E+12,NA,42,42,42,42,42
1.4101E+12,NA,,,,,
141240046,NA,,,,,
1.4101E+12,41,,,,41,41
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,41,41,41,41,41
141010205,41,,,,,
141010009229A,41,,,,,
1.4101E+12,41,,,,,
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,,
1.4101E+12,41,,,,,
1.4101E+12,41,41,41,41,41,41
1.4101E+12,41,,,,41,41
1.4101E+12,41,,,,,
1.4101E+12,41,,,,,
1.4101E+12,41,41,41,41,41,41
141010009243A,41,,,,,
141240014,NA,,,,48F,48F
141010193268A,41,,,,,
1.4124E+12,50,50,50,50,50,50
1.4124E+12,50,,,,,
140510004,NA,,,,,
140510027,NA,,,,,
141240117,NA,,,,,
1.4051E+12,NA,49F,49F,49F,49F,49F
1.4051E+12,NA,49F,49F,49F,49F,49F
1.4051E+12,NA,49F,49F,49F,49F,49F
1.4101E+12,45,,,,,
141240365,NA,,,,,
1.4051E+12,NA,49F,49F,49F,49F,49F
141240090,NA,3,3,3,3,3
1.4124E+12,50,,,,,
1.4124E+12,3,,,,3,3
1.4124E+12,49F,49F,49F,49F,49F,49F
141240362,49F,,,,,
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,3,3,3,3,3
141240001057A,3,,,,,
1.4124E+12,3,,,,3,3
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,,,,,
1.4124E+12,3,,,,3,3
141240001025A,3,,,,3,3
1.4124E+12,3,,,,,
1.4124E+12,3,3,3,3,3,3
141240001018A,3,3,3,3,3,3
141240125,3,,,,,
141240273,3,,,,,
1.4124E+12,3,,,,,
1.4124E+12,3,,,,,
141240359,3,,,,,
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,,,,,
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,,,,3,3
1.4124E+12,3,,,,,
1.4124E+12,3,,,,,
141240322,3,,,,,
1.4124E+12,3,,,,,
1.4124E+12,3,,,,,
1.4124E+12,3,,,,3,3
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,3,3,3,3,3
1.4124E+12,3,,,,,
1.4124E+12,3,,,,3,3
1.4124E+12,3,,,,,
1.4124E+12,3,,,,,
1.4124E+12,3,,,,3,3
1.4124E+12,3,,,,,
141240001032A,3,,,,3,3
1.4124E+12,3,,,,,
1.4124E+12,3,,,,,
1.4124E+12,3,,,,,
141240210,3,,,,,
1.4124E+12,3,,,,,
141240163,3,,,,,
141240360,3,,,,,
141240026,48F,,,,,
141240182,48F,,,,,
141240154,3,,,,,
99999000A,37F,,,,Aeropuerto,Aeropuerto
1.40971E+12,37F,37F,37F,37F,37F,37F
1.40971E+12,37F,37F,37F,37F,37F,37F
999990003,NA,,,,Acceso_Saltillo,Acceso_Saltillo
140970244,12F,,,,,
141200614,46F,,,,,
141200271,46F,,,,,
141200546,46F,,,,,
140970852,11F,,,,,
