CLAVE,CLAVE_ENT,NOM_ENT,NOM_MUN,SEXO,ANO,POB_TOTAL,POB_00_04,POB_05_09,POB_010_014,POB_015_019,POB_20_24,POB_25_29,POB_30_34,POB_35_39,POB_40_44,POB_45_49,POB_50_54,POB_55_59,POB_60_64,POB_65_69,POB_70_74,POB_75_79,POB_80_84,POB_85_mm,fecha,etiqueta_estado
14124,14,Jalisco,Zapotlanejo,MUJERES,2007,31116,3497,3483,3494,3340,2902,2493,2289,2004,1701,1353,1039,875,800,652,481,326,194,193,2007-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2008,30095,3679,3577,3521,3234,2573,2051,1996,1938,1674,1341,1054,855,757,643,499,344,192,167,2008-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2008,31882,3557,3504,3510,3403,2971,2552,2340,2087,1771,1432,1105,903,821,676,505,347,201,197,2008-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2009,31002,3740,3595,3559,3330,2714,2159,2028,2007,1755,1414,1110,896,782,664,520,360,197,172,2009-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2009,32608,3616,3509,3528,3453,3035,2613,2381,2164,1841,1512,1171,937,839,701,529,368,209,202,2009-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2010,31834,3788,3596,3598,3409,2846,2269,2053,2061,1835,1489,1166,940,799,682,544,380,203,176,2010-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2010,33249,3666,3499,3543,3486,3094,2668,2414,2230,1907,1592,1237,971,850,724,556,391,216,205,2010-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2011,32459,3815,3606,3604,3440,2962,2386,2075,2080,1892,1557,1221,975,808,692,550,388,224,184,2011-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2011,33706,3686,3484,3553,3488,3131,2718,2440,2271,1965,1646,1289,1010,864,749,580,398,222,212,2011-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2012,33046,3823,3619,3606,3458,3074,2504,2110,2088,1946,1622,1276,1010,819,702,556,396,245,192,2012-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2012,34132,3690,3474,3558,3480,3164,2765,2472,2301,2023,1698,1342,1051,879,775,605,405,229,221,2012-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2013,33602,3812,3641,3599,3470,3177,2620,2160,2086,1997,1685,1332,1046,833,710,560,405,268,201,2013-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2013,34518,3679,3470,3554,3464,3191,2809,2511,2320,2079,1748,1394,1092,899,800,630,412,235,231,2013-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2014,34120,3784,3669,3581,3483,3266,2732,2224,2082,2040,1745,1385,1080,853,715,564,415,292,210,2014-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2014,34869,3655,3470,3540,3455,3205,2849,2554,2333,2130,1797,1445,1132,924,824,656,420,240,240,2014-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2015,34585,3744,3687,3550,3498,3334,2834,2296,2078,2072,1804,1441,1117,879,718,566,426,319,222,2015-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2015,35164,3615,3452,3505,3443,3206,2884,2596,2346,2178,1850,1501,1175,953,845,684,430,249,252,2015-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2016,34188,3647,3625,3462,3408,3240,2824,2327,2040,2028,1805,1464,1140,898,723,577,433,317,230,2016-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2016,34795,3521,3397,3404,3361,3127,2846,2573,2318,2177,1871,1533,1212,973,832,683,447,264,256,2016-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2017,33770,3546,3555,3384,3318,3136,2808,2356,2015,1975,1803,1483,1162,917,729,587,440,316,240,2017-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2017,34419,3426,3337,3312,3277,3042,2809,2549,2298,2166,1891,1563,1249,993,821,682,464,280,260,2017-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2018,33345,3451,3474,3316,3222,3033,2784,2380,2005,1916,1796,1499,1184,936,738,597,447,316,251,2018-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2018,34040,3338,3266,3229,3191,2959,2769,2525,2285,2145,1908,1591,1286,1012,814,680,481,298,263,2018-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2019,32912,3369,3386,3254,3120,2936,2748,2398,2009,1856,1783,1512,1202,953,752,605,454,314,261,2019-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2019,33661,3261,3192,3150,3098,2883,2722,2499,2277,2119,1920,1618,1322,1030,812,675,499,317,267,2019-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2020,32377,3287,3294,3188,3011,2842,2695,2404,2016,1799,1761,1519,1213,961,760,601,452,306,268,2020-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2020,33185,3183,3115,3074,2994,2808,2661,2468,2266,2088,1920,1639,1351,1040,805,660,510,335,268,2020-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2021,31942,3254,3224,3135,2778,2683,2570,2423,2117,1841,1778,1524,1233,966,761,598,484,312,261,2021-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2021,33499,3115,3065,3068,3152,2942,2763,2511,2252,2053,1910,1659,1351,1062,834,661,485,337,279,2021-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2022,31919,3205,3164,3099,2752,2669,2554,2460,2177,1859,1769,1534,1244,981,777,600,490,318,267,2022-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2022,33451,3066,3005,3028,3120,2925,2741,2532,2278,2065,1915,1678,1364,1081,857,671,493,346,286,2022-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2023,31954,3157,3108,3055,2732,2650,2537,2492,2235,1892,1759,1546,1259,1004,801,613,503,331,280,2023-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2023,33427,3015,2949,2980,3095,2901,2719,2550,2302,2083,1914,1698,1381,1105,885,689,506,358,297,2023-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2024,31965,3100,3055,3003,2719,2624,2522,2514,2287,1938,1747,1554,1272,1025,825,629,514,343,294,2024-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2024,33384,2959,2896,2928,3075,2869,2700,2561,2324,2106,1910,1714,1396,1127,911,711,518,370,309,2024-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2025,31962,3045,3001,2950,2706,2595,2511,2522,2334,1992,1738,1555,1284,1044,848,649,524,355,309,2025-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2025,33324,2902,2844,2872,3054,2831,2687,2562,2345,2130,1905,1726,1411,1148,937,736,529,383,322,2025-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2026,31928,2985,2951,2892,2686,2567,2501,2515,2375,2048,1737,1549,1295,1062,871,671,533,366,324,2026-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2026,33242,2844,2793,2816,3028,2793,2674,2551,2366,2154,1903,1731,1427,1167,963,763,540,394,335,2026-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2027,31867,2925,2904,2834,2654,2547,2487,2497,2410,2102,1746,1534,1304,1078,894,693,543,376,339,2027-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2027,33141,2787,2746,2755,2995,2761,2658,2533,2386,2175,1906,1728,1441,1184,988,791,552,406,349,2027-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2028,31790,2866,2853,2777,2618,2534,2466,2475,2435,2151,1768,1515,1311,1093,917,715,556,385,355,2028-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2028,33016,2728,2694,2701,2953,2735,2635,2512,2401,2192,1914,1719,1455,1201,1013,818,566,416,363,2028-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2029,31686,2806,2796,2727,2573,2527,2438,2454,2449,2192,1800,1493,1313,1106,940,737,571,393,371,2029-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2029,32879,2670,2642,2648,2906,2713,2603,2495,2410,2208,1926,1706,1465,1218,1038,844,583,427,377,2029-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2030,31564,2747,2738,2675,2526,2518,2407,2437,2450,2228,1838,1475,1310,1118,961,758,590,400,388,2030-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2030,32723,2613,2588,2596,2857,2692,2567,2482,2408,2222,1938,1692,1472,1234,1061,870,603,436,392,2030-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2031,31422,2686,2678,2627,2477,2504,2379,2421,2438,2259,1880,1463,1300,1130,980,779,611,406,404,2031-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2031,32547,2554,2531,2549,2805,2666,2531,2469,2396,2237,1950,1681,1472,1250,1083,896,625,445,407,2031-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2032,31270,2629,2618,2580,2428,2481,2357,2403,2416,2286,1919,1462,1285,1140,999,801,632,413,421,2032-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2032,32358,2496,2474,2505,2752,2633,2500,2453,2377,2251,1960,1675,1466,1267,1104,922,646,455,422,2032-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2033,31100,2570,2560,2531,2380,2449,2344,2380,2392,2304,1954,1471,1265,1149,1017,823,653,422,436,2033-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2033,32156,2440,2421,2455,2703,2594,2475,2431,2356,2260,1967,1674,1455,1282,1124,947,668,467,437,2033-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2034,30921,2513,2501,2479,2336,2413,2336,2351,2370,2314,1984,1488,1245,1154,1034,845,673,433,452,2034-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2034,31936,2384,2365,2402,2655,2551,2454,2402,2339,2264,1972,1675,1440,1295,1144,973,688,481,452,2034-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2035,30729,2457,2443,2425,2292,2374,2328,2320,2354,2312,2009,1512,1227,1154,1050,865,694,447,466,2035-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2035,31710,2331,2310,2353,2610,2505,2433,2367,2325,2258,1977,1678,1426,1304,1164,997,709,497,466,2035-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2036,30533,2403,2386,2370,2254,2333,2314,2291,2339,2299,2030,1539,1216,1149,1067,885,715,462,481,2036-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2036,31467,2277,2255,2302,2567,2457,2408,2333,2312,2243,1982,1680,1413,1308,1185,1020,729,515,481,2036-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2037,30323,2350,2330,2315,2216,2291,2293,2270,2323,2277,2048,1563,1213,1139,1082,904,736,477,496,2037-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2037,31205,2224,2201,2248,2526,2409,2377,2303,2296,2222,1985,1679,1405,1306,1205,1042,749,532,496,2037-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2038,30100,2297,2275,2263,2176,2251,2263,2257,2301,2253,2058,1584,1219,1125,1095,922,757,492,512,2038-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2038,30933,2171,2148,2197,2483,2363,2340,2278,2274,2199,1986,1677,1400,1299,1224,1064,769,549,512,2038-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2039,29866,2246,2220,2209,2134,2214,2228,2247,2274,2232,2060,1600,1232,1111,1105,940,778,506,530,2039-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2039,30653,2122,2095,2145,2437,2321,2299,2257,2245,2179,1981,1673,1398,1290,1241,1085,789,566,530,2039-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,HOMBRES,2040,29614,2195,2168,2158,2090,2178,2191,2236,2245,2217,2053,1610,1246,1096,1110,957,797,520,547,2040-01-01,Jalisco
14124,14,Jalisco,Zapotlanejo,MUJERES,2040,30358,2074,2044,2095,2391,2280,2257,2236,2214,2167,1969,1666,1393,1277,1254,1106,807,580,548,2040-01-01,Jalisco
